cleaned_text,labels
when i heard that my father had been involved in a car accident in lustra this happened when he had gone to get the car which had been stolen in lustra,sadness
when i was accused of having impregnated someone is daughter it was the girls cousin who had done it,disgust
when my darling found me walking hand in hand with another girl whom i loved also,shame
when i told my uncle a false story that people had stolen the books from my room and i demanded money from him when he found out the truth i was in trouble,guilt
when i won the best prize in the national science fair,joy
when i was chased by a big dog near my house,fear
being hooted at when i was learning to drive,anger
when my grandmother died having to see my mother weep,sadness
when i saw a drunk man urinate upon himself and he seemed to be thoroughly content with it,disgust
when i had to walk home from the unstop in a skirt that i had soiled it drew a lot of attention and they all seemed to want to see the blood stains,shame
when i overate at lunch,guilt
when i heard the examination results and when i recovered after having been sick for a week,joy
when my mother was seriously ill and had to be admitted to the hospital,fear
when someone took my things without having asked for my permission,anger
when my father passed away,sadness
when i went to the clinic for a medical checkup and saw the way the lecturer was conducting the lecture and the kind of responses he got from the patients,disgust
when i did something naughty and it lead to the embarrassment of my parents,shame
when i lied to the physiology teacher,guilt
when i learnt that i had been accepted at the medical school,joy
while drinking a soft drink i had the impression of swallowing a piece of glass so i went to the district hospital and got admitted there,fear
when my roommate was making noise deliberately by playing a flute early in the morning while i was trying to study,anger
when my grandmother passed away,sadness
i witnessed a scene in which two women were abusing each other,disgust
one morning after breakfast i was still not satisfied my nephew a small boy of had not eaten his breakfast and just when i was taking a bit of his share someone walked in,shame
i was to take a test and i had not made the necessary preparations until it was too late there were two days to go and i still had not done much,guilt
when i was selected to the university of zambia,joy
when my father was involved in an accident,fear
when a few girls were talking rubbish about me,anger
when my beloved uncle was shot dead by relatives,sadness
when i failed the entrance exam of the medical school and was studying biochemistry which has no job prospects in zambia,disgust
when my sister became pregnant at unit last year,shame
when i got very drunk and really misbehaved at christian,guilt
when i was offered a place in the university as a full time student,joy
when i was first exposed to the dead bodies for dissecting purposes at the school of medicine,fear
when our government decided to withdraw student allowances as it was one of the conditions imposed by the if,anger
when my father was imprisoned for burning the house of his younger brother,sadness
when my elder brother failed form five in when i was years old,disgust
when i contacted a sexually transmitted disease and the lecturer came to know about it as it was he who treated me for it,shame
when i cheated my trusting girlfriend by telling her that i was a qualified doctor and later she found out that i was only a medical student at the preclinical level,guilt
when i heard that i had passed the second year exams,joy
when i was about to be bitten by my friends dog later on it bit me,fear
when i heard that an acquaintance of mine was spreading rumors about my affair with a close friend,anger
when a close friend of mine collapsed and passed away and the illness was not known,sadness
when my father shouted at me for going to a party with my sister,disgust
when i failed the grade seven exams,shame
when i forgot to cook something that my mother had told me to and at supper time the food that i was supposed to have prepared was not there,guilt
when i qualified for form i,joy
when i was going home for my holiday i almost drowned in the zambezi river,fear
when the paramilitary was sent to the unit and it started using tear gas and started intimidating the students without any provocation,anger
when my grandfather died,sadness
when my parents insisted that i take up a teaching career,disgust
when my cousins wife refused him sex and claimed that she was my girlfriend i think that there is something wrong with the woman as i have never even thought of having sex with her,shame
when i beat up my brother so badly for not having gone to school that we had to take him to hospital,guilt
when the cartridge results came out and i obtained a first division i had been thinking that i had not done very well,joy
i was walking along the passage to my room very near the anatomy laboratory and i heard something and felt that there was some thing behind me i looked back and there was no one i started imagining that maybe it was a corpse,fear
in form three we were taking our mock exams and someone else a friend was making noise when the examinateur picked on me and said that he would tear up my answer sheet i got very angry with the girls involved,anger
when my brother in the family passed away,sadness
when a girl i knew aborted and threw the seven month foetus in a manhole,disgust
as a young girl in form i i wet my bed one day at the boarding school and many girls came to see the person who had done it as i had to take my mattress out that day,shame
when i laughed at a lame man walking down the road it looked funny at the time but later i felt lousy it was the same day that i had stolen some coins from my mother in the shop,guilt
when i passed and qualified for the university,joy
when my sister was very ill and was admitted to the hospital,fear
when my father failed to send me transport money after the closure of the school,anger
when my parents separated temporarily and i was left behind with my father as i loved my mother i wanted to go with her,sadness
when i beat up my brother in order to control him and make him obey my parents orders,disgust
when i was hungry i tried to take the money that my mother had saved up for something else,shame
i encouraged my brother to play football and he was hurt while playing the game,guilt
a few weeks back i received a christian card from a friend in inland she had not written to me in a very long time but it showed that she still remembered me,joy
the first time that i saw a dead person this was when i started my gross anatomy practicals,fear
i once failed a test miserably and my friend did very well and someone made a nasty comment while comparing me to my friend,anger
a friend of mine got pregnant and failed the first year at university the boyfriend refused his responsibility and they ended up in court,sadness
i once saw an elderly lady who was not properly dressed she was wearing a transparent dress such things are not supposed to be seen in african society,disgust
during my childhood i once lied and my sister found out,shame
when i heard that i had been selected for the university,joy
when i was left alone at home one night by my brother,fear
the governments announcement of the withdrawal of the student allowances in,anger
when i first suffered from syphilis,sadness
being mistreated by my former primary school teacher my all,disgust
lying to my cousin about the form five examination fees,shame
in september i got two girls pregnant and the families of both the girls confronted me the fact was that my parents were around and i felt guilty answering some of the questions,guilt
when i was with the girl i love very much for the graduation ball,joy
when i was first taken to the dissection room where i found dead human bodies,fear
i was really angry when the president general of uneasy was arrested by policemen,anger
when one of my closest friends failed to make it to the third year of university,sadness
,guilt
when my parents complimented me very nicely on something,joy
when i had to talk to some strangers from whom i was expecting a negative answer,fear
,anger
i wanted something in particular and did not get it also there was no possibility of getting it,sadness
i felt disgusted when we family avoided a problem which could be solved readily,disgust
i feel shame when i do not arrive on time and others have to wait for me for a long time,shame
when i could not fulfill my expectations,guilt
when i got engaged to a boy of my choice,joy
when i saw the movie poltergeist,fear
when my mother scolded me for coming home late i after am,anger
when my grandfather died,sadness
when a close friend of mine maintained a relationship with me till she needed me and broke it off when she did not need me she behaved life a really selfish person,disgust
,shame
,guilt
when i passed my a exams,joy
,fear
when my boyfriend told me that it would be difficult for him to marry me,anger
when i left my wartime job,sadness
i felt very disgusted at a friend to whom i had given a psychology book to read and she did not care to give me back the book during the exams,disgust
when an intimate friend of mine passed a with first class and i got only pass class,shame
when i did not concentrate on my studies despite my mothers help and cooperation,guilt
failing in the english language exam,shame
mentioning a book to the person who borrowed it,guilt
being chosen to do this experiment,joy
finding out about people can go mad for social reasons,fear
someone borrowed my textbook and deliberately did not return it,anger
i like someone who does not like me and was rude to me,sadness
cueing for bath for a long time,disgust
my article not chosen by the college newspaper,shame
i did not do my homework and went to see a film,guilt
doing well in the exam,joy
a relative died,fear
bad food in the students dining hall,anger
could not get into the university i wanted to get in,sadness
noisy people in the library,disgust
meeting other friends who got in the good universities,shame
telling my parents that i did not get into a good university,guilt
getting into this university to do medicine,joy
before the first exam,fear
someone messing up the room we share,anger
my best friend could not get into university,sadness
some students trying to please the lecturer,disgust
not chosen for all english classes,shame
i am not good enough to join any team to play sport for the class,guilt
reading a nice book and talking about it to my friend,joy
being threatened by another person,fear
insulted by the class leader,anger
saying goodbye to a friend,sadness
saw a dead rat on the street,disgust
not doing well in the exam,shame
too busy to write letters to friends and they said i had forgotten about them,guilt
going to a concert,joy
got ill,fear
tripped on a busy street,anger
a child beaten up by his mother,sadness
first anatomy lesson,disgust
failing an exam,shame
broken a friends cup,guilt
good dinner on the national day,joy
saw a snake unexpectedly,fear
seeing this badly made questionnaire,anger
you ignored the fact that we could not hear you at the back,sadness
dead rat in the kitchen of the university,disgust
failing an exam,shame
did not pick up a water melon skin someone slipped on it,guilt
watching the avian olympic game china winning,joy
someone frightened me in the dark,fear
people having a football match outside the window during the lecture,anger
china can not even give you good sound systems for an open lecture,sadness
people talking in an important lecture,disgust
not being able to hand in homework in time,shame
thinking about other things in a lecture,guilt
got a big fish in fishing,joy
heard some ghostlike noise at night,fear
a father helping his kid to fight other kids,anger
a father of children killed in an accident,sadness
when junior doctors returned to work after bunking them,disgust
when i was caught with someone is daughter,shame
when the student union leaders were expelled from the university and we continued to study,guilt
when my boyfriend and i made up,joy
when i was watching a movie in which there was a pit full of dangers and there was only a small safe place on which a man was standing he had to catch the lady who was thrown in or else the pit was feet deep,fear
my mother and my sister carried on picking at me all day long for no reason at all and i ended up getting angry,anger
when my boyfriend almost had a relationship with a close friend of mine,sadness
when a classmate of ours knocked on our door at of the clock in the morning i was disgusted at his behavior,disgust
i told a lie about someone to someone else and they found out and questioned me about it,shame
i broke a cup and put it back without telling anyone about it and someone almost got blamed for it then it was discovered that it was me who had broken it,guilt
at church camp when i accepted christy into my life and so did my friend,joy
i was complaining about calling people whom i did not know i forgot that the purpose is to invite people for dinner and get to know them,shame
whenever i see poverty and starvation i live in an affluent society and am privileged to have many opportunities,guilt
during the summer i received grade cards from my was i expected a b no better in computer science i looked at the card i got an a i was ecstatic,joy
english papers are due on fridge they are returned on tuesday this tuesday i was afraid to go to class and get my paper because i knew it was bad,fear
a friend of mine came to visit and stayed with my roommate and me my roommate and she became good friends after she left he did not talk too highly of her,anger
after receiving the grade on the paper mentioned in fear,sadness
seeing a person panhandling money on telegraph,disgust
after the car accident in guilt,shame
the night of a high school dance i went partying and collided with another car both cars were totalled people were injured but not seriously,guilt
when seeing a friend that i had not seen in a long while,joy
fear of doing well on a midterm,fear
i felt anger at my roommate due to his habit of leaving dirty dishes in the sink and generally not cleaning after himself,anger
when my grandmother after staying with us for awhile went back home,sadness
i felt disgust as a result of one of my midterms i thought i had prepared well for it but the end result was not what i had expected,disgust
i felt shame when i saw someone i knew and pretended not to see her later she saw me and said hi,shame
in neglecting some work that had to be done around the house and telling my roommate i would get it done,guilt
achieving my goal at a swim meet i worked toward the goal for yes i was capable of achieving it but i did not know when,joy
housesitting and hearing the alarm go off i knew someone had to be breaking in i called the police and was panicking while on the phone it was awful it turns out that i stepped on the hidden alarm without prior knowledge of its existence,fear
going to cowbell hospital and finding out tediously that i had a stress fracture the anger came when the senile doctors found out weeks later that i had stress fractures in one foot and should have had crutches i was in distinct pain and barely could walk to classes they said it would be better in weeks,anger
losing my job that i had for summers i took it personally and cried for hours off and on i wanted to hide away and did for a few days,sadness
seeing a friend making love to a high school girl i accidentally was dragged into this room where the happenings had occurred i was disgusted at the reality,disgust
i borrowed a gold bracelet without the girls knowledge i had it for so long i had to keep it to this day i feel ashamed at myself for having it i never wear the thing anymore,shame
after moving out of my apt i took all the furniture and dishes and everything it was mine but i took it all just to spite my rookies we had a few a lot of disagreements i felt guilt for moving out for the bad reasons,guilt
it was the weekend of my homecoming i saw my sister for the first time in months she is my best friend and extremely close,joy
after my shoulder operation i woke up in the hospital room alone i was in pain and was still under heavy medications i could not find my parents,fear
when i found out my cousin had been killed i was angry at the world and her murderer who was her boyfriend it was the worst and most hateful day of my life,anger
i spent a weekend in san dingo visiting my boyfriend rob we were at the airport and my plane was just about so leave after saying goodbye i boarded the plane it was the hardest thing to do and it was a sad trip home,sadness
i was supposed to be studying for my math midterm a few days ago however i fooled around with my roommate and did not start studying until am i was disgusted with myself,disgust
since i have been here i have not written to any of my relatives i got a letter from my mom telling me how upset my grandparents are from not hearing from me,shame
i got an a in anatomy the first one i have ever gotten in a science class here,joy
a man in a car was following me when i went running early one morning in a fairly secluded area,fear
i caught a peeping tom at my window when i was getting undressed,anger
saying goodbye at the airport to my boyfriend who has to go to school back east we are very close and have been together years,sadness
my parents claimed me on their income tax after i had been out of the house for two years receiving no financial support from them as result i had to work more during school because they were expected by the far to contribute to my education when they refuse to do so,disgust
i was wearing a short skirt one day and someone told me my underwear was showing,shame
getting a d in a class last semester and knowing it was because i did not study,guilt
went to a movie with a date walked on the beach in alameda spent some time afterwards in her apt,joy
at age my foster grandmother died i had a fear of dying,fear
i am currently taking cs i had to finish a couple of assignments but i was hindered because i could not get a passing score on my program,anger
the girl i was seeing did not want to have a serious relationship,sadness
i found out that someone that i knew had someone else taking tests for her,disgust
one night a friend found out that i dumped one girl for another and he proceed to lecture me,shame
i called off a relationship with one girl so i could see another,guilt
i asked someone to go out and she accepted right away,joy
i was driving and stopped at a stop light i was planning to make a right turn as soon as it was clear it was clear on the left so i started but a man was just in front of the car,fear
during a dance someone slashed my tires and dumped paint on my car i had four other friends with me that i drove and furthermore it was raining,anger
when i was trying for a girl who i really liked and cared for and thought she felt the same way too but she did not like the idea and just wanted to stay friends,sadness
when i lose on my bets on anything baseball football basketball track craps poker or arcade whether its dollars or i feel that i should never have done it in the first place,disgust
i took my math midterm and got it back the following wednesday in class it was a totally low grade,shame
my mom told me not to gamble but i did anyway sometimes i would even take some money from my parents and brother she found out and yelled at me,guilt
finished a difficult midterm,joy
i confronted a bigger person than i and almost got into a fight,fear
i was called racial slurs behind my back,anger
my grandmother died during christian break several years ago,sadness
saw a scene in a movie implying incest as humorous,disgust
when given responsibility to grade papers in elementary school i cheated a little and graded my own higher,shame
when i was a kid i stole toys from other kids,guilt
did very very well on a physics midterm,joy
alone in the house late i heard noises sounded like someone was trying to get in our back door,fear
a friend does not let me study when i want to she does not feel i need to study and does not understand how important studying is to me i get very angry with her,anger
death of a pet rabbit we had to give it away because my brother became allergic to it we gave it to a man who kept animals and lots of other animals for children to watch we went to visit our rabbit it was badly beaten by the other rabbits and eventually died,sadness
when i stand at the bus stop for one hour waiting for the bus to arrive,disgust
when i sat in the wrong discussion section in the beginning of the semester i insisted on being in the right section and the was list should have included my name when i found out that i was in the wrong i apologized turned red and left,shame
about not helping my sister when she asked me to help her on her chemistry class i pretended to be busy,guilt
when i won my car,joy
going to take my driving test,fear
i came home one day and discovered that my sister had borrowed my car and had gotten into an accident with it my entire front bumper was destroyed,anger
when i heard the news that my grandfather had died,sadness
when a friend of mine keeps telling me morbid things that happened to his dog,disgust
when i purposely locked my babysitter out of the house at age because i did not like her,shame
when i did not go to work because i had to study for a midterm,guilt
at a party in which i met an interesting female we enjoyed eachothers company while slow dancing,joy
a friend and i were going to have a study session together in which we quiz ourselves in biology material because i believed i did not study enough i feared i would fail,fear
i live with my sister now and sometimes she angers me especially when she thinks i do not keep the apt clean enough,anger
when i found out that i could not go to the concert after buying the tickets because of a biology test which occurred the morning after,sadness
right now i volunteer at a hospital yesterday hallowed i dressed up as a doctor and went to work the volunteer coordinator told me after my shift that it was dangerous to have done what i did,disgust
when i get an exam back with a grade that i did not desire then i get mad at myself and say that i could have done better,shame
after days or weekends where i did not accomplish the amount of studying that i wanted to because of more pleasant activities which come up,guilt
last year my freshman or it was a day in march i did well on some tests i seemed to finally adjust to college it was hot and sunny i was walking in front of a frat when i heard beach boys surfinusa i had this overwhelming feeling that to be at can was good i still have it somewhat,joy
during one year my mother almost had a nervous breakdown and my father had a serious operation i was afraid that our family kids i am the oldest would not hold together everything turned out fine,fear
last semester when i dated a girl whom i have known for almost a year however one night she said she wanted us to be just friends i confided this to a friend him i was really suffering a month or two later he broke up with his old girlfriend and they started going out regularly i have no girlfriend nor have i had a romantic relationship of any significance i feel some anger but we are friends again,anger
when i was a so in is one of the class counselors died of hepatitis she was very sensitive she knew my shyness and drew me out to improve myself image i missed her funeral so i could not publicly grieve my parents did not understand,sadness
i applied for a job of also counselor and i made the strongest possible application but was denied an interview i felt disgusted at the system which by promoting the because of minorities makes employing whites lowest priority,disgust
i was angry about months ago and i kicked backwards against the wall it caved in and so i had to show it to my parents i had been angry after my mother said something to me about not being able to find clothes in my size something that i am sensitive about,shame
when i lied last week i lied to someone to get info for a paper i was writing i told her that the info was for a newspaper article i was afraid if i told the truth she would not help me,guilt
someone a boy paid special attention to me,joy
getting back my psych midterm,fear
my roommate leaving my drawers in a mess after plowing though them looking for something,anger
my friend who was in the ago was kicked out of the sorority,sadness
a friend of mine had sex with someone of a different race on a winnebago trip down to us in front of everyone all my friends embarrassed my sorority house name,disgust
when i lied to my best friend about a boy she really liked but he did not like her i told her he did and she bugged him for a long time embarrassing herself,shame
i am allergic to most foods eating something that i am allergic to caused guilt,guilt
my last genetics midterm a decent grade,joy
a certain night during initiation,fear
when someone threw a firecracker into my room at am in the morning,anger
a close friend of the family died,sadness
when other people refuse to do their house jobs and give the work to someone else,disgust
not doing my share of the work for the house job,shame
forgetting a close friends birthday,guilt
i received an unexpected b on an engineering midterm i did not study nearly as much as i should have and it was a difficult test,joy
i could not do the questions on my math midterm,fear
i was supposed to meet my girlfriend at a prearranged place but it took me an hour to find her,anger
my grandmother died over the summer i knew her very well she baked great biscuits she was in the hospital but expected to improve and go home soon she died in her sleep,sadness
i saw part of a prince video with him crawling out of a bath tub,disgust
my grand father caught me eating his private jelly bean supply,shame
i slammed my little brother into a wall because he was bothering me,guilt
finding out my grades at the end of my freshman year,joy
when i was going to bring back my girlfriend to la to meet my parents,fear
when i found out that my good friend and roommate did not pay the phone bill and electric bill like he promised and let me down,anger
when i found out that my girlfriend would not be coming back to cub for one semester but would be living in san lose,sadness
finding out my grades at the end of my sophomore year,disgust
when i found out my roommate had been talking behind my back about very personal things,shame
when i was about years old and i stole some pens from a stationery store because i did not have enough money,guilt
going to chico to visit a friend,joy
first day back on the job,fear
when the person i am having the affair with will not talk to me in public,anger
my roommates sister committed suicide,sadness
when i was getting so fat,disgust
lying to my grandparents about visiting my boyfriend in chico,shame
having an affair with my good friends best friend and every time i see my best friend i feel guilt because we cannot tell him,guilt
when fell in love with my present girlfriend,joy
when there was a bomb threat in dolman hall this was the first time that i felt my life could be in danger,fear
when people would tell me that my girlfriend was playing around on me,anger
when my grandmother passed away,sadness
when i study my butt off for a midterm and still get an average grade,disgust
when i was i got busted for stealing a sandbar,shame
when i copy someone else problem set,guilt
i got a very good grade on one of my midterms a few weeks ago,joy
my mom called early in the morning on a money and i had just seen her that weekend i could not understand what could be so important as to make her call at such a strange hour i missed the call and had to call her back that afternoon,fear
my peers did not want me to meet someone during rush for fear that i would give her a bad outlook on our sorority house i should not have seen this but they blew and i did,anger
i was told that a friend of a friend committed suicide,sadness
doing poorly on a midterm,disgust
my boat did not win a race which we were favored to win,shame
sleeping through crew practice one money morning,guilt
when i had achieved a goal indirectly i work for can football and our win of the season was very gratifying and brought our joy because of the hard work involved and the fact that no one expected we would win,joy
upon reading a story on a serial killer by the name of henry lee lucks who has been given the distinction of killing more people that any other man i began to wonder if i should take more care for my safety,fear
i had worked long and hard on a project when a friend inadvertently destroyed it i could not forgive him for a long time and at times still get angry at him,anger
when a pet died the pet was the closest friend i had for years,sadness
when peoplepress analyze a particular newsworthy item can football team which i am a member and can only see the situation in a bad light and always put the team down,disgust
recently some friends and i had too much to drink while on a football road trip to us we trashed our hotel room and i felt ashamed when the maid walked in the next morning,shame
i felt guilty when i mislead a person into thinking he was a close friend when that person was more of a casual acquaintance,guilt
getting my acceptance letter from can,joy
one summer when i was camping with friends they devised and elaborate plan to scare me by having our camp attacked by a wild animal one of them and then convincing the campground was the home of a satanic organization,fear
i went out dancing and found my boyfriend kissing another girl,anger
at the end of my senior or in high school i found out that a friend of mine i knew had cancer had been diagnosed as terminally ill,sadness
sitting in the dorm when the guys were verbally reading letters in penthouse,disgust
i slipped on butter one evening in the dining commons landed on my rear causing my tray also to land on the floor,shame
a person i was attracted to walked me home in the rain and got sick,guilt
today i did a lot better on my architecture project than i expected,joy
when i was little i lost control of my bike and started to go into a buy intersection but my neighbor stopped me just in time,fear
this summer i got into a fight with one of our patrons at a theatre he hit me and i hit him and her friend he hit my friend and we all hit eachother,anger
this money i took a math test and flunked for the second time,sadness
when i found out the via was mining nicaragua harbors,disgust
a month ago i turned in an english paper in late after i had already had a previous paper late and promised not to do it again,shame
i forgot my mothers and sisters birthdays they fall on the same day,guilt
when i received a letter of acceptance to can,joy
a time when i was very afraid of something was when i broke my fathers antique lamp,fear
when someone told a secret i told them not to tell,anger
when my mother was very sick and almost died,sadness
when i saw president reason get elected,disgust
when i failed some tests my first year at can,shame
when i stole something,guilt
i gave my mom a gift she wanted for years i reflected her joy,joy
walking through campus at night a squirrel jumped in front of me,fear
after a long trip in my dads van without incident i stopped to fill the tank with gas and dented the side of the van against the pole then my cars electrical system would not work when i tried to drive home from his house,anger
at one point in a relationship my boyfriend was seeing an old flame more than me at our confrontation tears were she would,sadness
when a skunk invaded camp,disgust
i made an unkind remark about the ethnicity of some friends without realizing it,shame
i mangled the side of my dads van on a fence i did not realize the extent of the damage until he showed it to me the next day the shock on my face was genuine so a friend interceded with a good excuse which i did not deny i never clarified the situation,guilt
when i finally got a job after days of wondering whether i would be hired or not and counting on the money that it would bring,joy
when i had to walk home in the dark for the first time,fear
a time when as part of my work i was sent out actually sort of volunteered to run an errand for someone who had no authority to send me out and the address was very far especially on foot and turned out to be incorrect too the whole trip was a waste,anger
when my boyfriend said he did not want to see me anymore which turned out to be untrue,sadness
when my roommate forgets to flush the toilet,disgust
when i did poorly on a test and i knew that there was not an excuse for not doing better made mistakes i could not believe i made,shame
remembering at the time i did not feel guilt in recent yes how angry i would get when i was babysitting my new brother and he would not stop crying i did not do anything harmful or shocking but i feel guilty for treating him the way i did especially since i adore him now that is why i spoil him now,guilt
yesterday when i received a b on a history midterm i felt overjoyed after having received cs previously,joy
when i began school at up the preenrollment the classes and the question of success really scared me,fear
a month ago when one of my fellow workers got a promotion over me it was just a small promotion but recognition was involved,anger
when another fellow worker decided to leave the company we had been very close and we would not be able to work with eachother any longer,sadness
through the media and their presentation of a kidnapped child who was raped,disgust
when i had not been accepted to a college which i dreamed of going to i felt that i had let myself and my parents down,shame
i told my parents or more realistically would not do what they wanted me to do anymore i guess i sort of betrayed them after all they had done for me,guilt
when i drove partially across the country with my father we stopped in a few towns and stayed overnight in motels the joy i got was from the freedom i felt and the real beauty of the country,joy
one day before christian i went shopping with my brother and his friend we had a good time but on the way home we were almost in an accident because the weather was bad,fear
i cannot remember being truly angry usually its just disappointment that i feel one situation would be with my brother he and i used to be close but now he seems to be avoiding me,anger
years ago my family decided to move from new york to californium from the time we decided to move until the time we left i realized how much my friends cared for me when we left and for a long time after that i was very sad,sadness
once when i was babysitting for some neighbors children i found roaches in the bathroom i had never seen a roach before but i called my mother to make sure that is what they were and she came over and checked,disgust
the first time i slept at my boyfriends house and had to walk down the hall to the shower in front of his housemates i felt they were judging me,shame
i was at school and afterwards went to work after work i went to see a friend and stayed out late when i got home my mother was awake and i felt guilty,guilt
the last time i had sex,joy
after getting a fail notice for a math class i realized i was not doing very well in school in any subject i began to fear failing a class or two,fear
physically fighting with my girlfriend because she just walked out of a room of my friends and had pushed and cursed at me when i went to find her,anger
hearing about a friend back home that had to have his stomach pumped because he had overdosed on pills,sadness
after learning on the news about this man who killed more than women and habitually copulated into their inert bodies,disgust
i had just masturbated with another boy,shame
going out with another girl besides my girlfriend and not telling her,guilt
reading a letter from a close friend who said he missed me and cared for me,joy
going to can not knowing anyone,fear
when a close friend did not write,anger
leaving high school,sadness
when my roommate came home at in the morning after sleeping with a guy she did not know because she got drunk we has a boyfriend too,disgust
fooling around with this guy i did not know,shame
not noticing my roommates quietness or a sign of discomfort,guilt
i went home and visited with my family and friends,joy
taking a chemistry midterm,fear
while i was away for the weekend some friends went into my room and played my very expensive stereo without asking me or my roommate,anger
i asked a girl out on a date and she said no,sadness
i was playing a sport in an advanced pe class and many of the people were not advanced,disgust
i bought a possible answer to a homework problem which was completely inapplicable to the question due to my not having read about the subject matter,shame
lately i have felt guilty because i am falling behind in my classes and not studying much,guilt
returning to school and rejoining my girlfriend after months of separation from summer,joy
waiting for my girlfriend to come from her apt to mine she was very late and i thought something awful had happened,fear
i bought a new bed for my apt and it squeaks when you move on it i tried to fix it but could not,anger
finding out that my grandfather had died he lived in inland and i had not seen him for years,sadness
cleaning the bathroom of my apt and realizing my roommate who had lived there all summer by himself had never cleaned the place,disgust
doing poorly on an exam that i thought i should do well,shame
criticizing my mother when she refused to drive with the radio on i told her that i thought she was not intelligent enough to cope with the radio,guilt
my boyfriend and i were getting dressed up and putting makeup on to go to a hallowed party we were dressing up to be two mimes it was very enjoyable and i thought we looked really good it was an accomplishment we were alone in his house,joy
i needed a recommendation for something i decided that the best person to get one from was a professor who i had never talked to before i felt a lot of fear going up after class to ask him to recommend me considering he had never heard my name before but i did,fear
i had been searching for housing for fall at cub and i was finally offered a place then an ordeal followed first i accepted then refused related to my parents judgment they are paying for me turns out that i was so upset at what my dad said to me that i hung up on him he called back and threatened to cut me off financially and emotionally,anger
we got news that my almost years old brother died while visiting rope of a cerebral hemorrhage it finally hit me an hour after we saw his corpse in the coffin it felt like a door between himself and everything had closed and locked forever,sadness
i was reading in the paper the feature on henry lucks who claims to have killed people he was a recreational killer and a necrophiliac and zoophilia he has raped and beaten many women and killed men too,disgust
the people on my floor last year were very close this year of our best friends live together in an apartment my boyfriend and i dropped by on one of their birthdays and stayed for dinner two other people had already been invited and i felt uncomfortable and unwanted then i realized i was the one who always called them and they rarely call me,shame
i was talking to my mom on the phone and she told me that she had just gotten an award that day in front of all these people and she asked me if i wanted her to send me the article in the temple newsletter to me i said no very quickly and felt guilty for not being more interested and hurting her feelings,guilt
when i found our my mother did not have cancer,joy
i was alone and someone tried to break in from our back door,fear
when some friends betrayed my friendship,anger
when i did bad on a chemistry midterm which i could have done well,sadness
when an employer of my younger sister yes made a pass at her,disgust
defying my parents and staying out all night when i was not supposed to,shame
yelled at my parents for not buying me a car like other parents,guilt
riding home from school after completing two midterms in two days and feeling i did well on them,joy
occurred while preparing for a midterm in social welfare that i thought was going to be very hard and felt unprepared for,fear
argument with roommate over a lock he had put on kitchen cupboard without telling anyone,anger
day time robbery of our house,sadness
robbery mentioned under sadness,disgust
caught lying to my father about a speeding ticket i had received,shame
getting a friend an open container ticket because i got caught speeding,guilt
when i found out i got accepted to berley,joy
before i moved away from home i feared leaving,fear
when a friend carelessly broke and object in my parents house and did not apologize or pay or anything,anger
i felt sadness when my grandfather died,sadness
this person i know lied about how much income his parents made and received money through grants which he did not need another person is barely making it did not lie and did not receive enough money,disgust
after a big fight with my parents,shame
i forgot about a close relatives birthday,guilt
on my birthday my closest friends were here at berley pitched in a lot of money each and bought me ten records to replace some of my records that were stolen they threw a small surprise party for me too,joy
while skiing in squaw valley i was riding up a chair lift and right when the chair was above a sheer cliff of rocks the chair lift stopped and all the chairs sagged and everything seemed to creak loudly,fear
i received a poor grade on a midterm even though i got all the right answers and knew the material i went to the ta to try to raise my grade and he would not do it,anger
my girlfriend wanted to breakup for an indefinite at of time she said that she could not commit herself fully to the relationship without going out with other people i was her first boyfriend,sadness
i read in the newspaper about a or old woman who was found naked and dead along a roadside it turned out she had had two relatives and who were kidnapped raped and killed earlier,disgust
i went to bed with a girl and the next day she thought it was the start of something serious and i just thought it was fun and i told her i was not interested in starting a serious relationship,shame
i dreamed that this girl and i were cuddling in bed when my girlfriend walked in i really love my girlfriend so i felt guilty and sad i know that this is a weird example but the dream and the feeling was clear to me as if it had really happened,guilt
being involved in a car accident and having my thumb caught in the glove compartment my sister and i had a fear of finally telling my parents since my sister was the driver,fear
a coworker and i had to rush a project i was only working there for one month and he for some years instead of letting me know that he wanted to do the project himself he went to the supervisor and let the supervisor tell me to let the coworker do it himself since he was quicker at it,anger
losing a pet chick our family had just put the chick outside a few days before and then one morning it was gone,sadness
no response,disgust
no response,shame
having told a certain lie,guilt
i experienced joy at a friends birthday party we had good food good liquid good company good music and an overall warm atmosphere the birthday girl and i communicate incredibly well i felt very content warm and inspired just talking with her giving her a neck massage,joy
two summers ago my best friend and i drove into unknown mountains at midnight to pick up my broken car we told one another horrifically scary ghostmurder stories and succeeded in scaring eachother pretty well even though somewhere in our heads we knew the fears were unjustified,fear
i had just seen my pseudogirlfriend and our conversation angered me greatly,anger
my grandfather died thirteen years ago,sadness
when one individual takes advantage of candor injures another relatively defenseless individual consciously i feel disgust mingled with anger a person on my dorm floor verbally assaulted another person for having a certain religious belief,disgust
i borrowed from a friend and paid him back much later than i had originally intended,shame
